Wavelength (nm),Sum(calc),Cr I (1.6e-2),Cr II (1.6e-1),Fe I (1.1e-1),Fe II (5.9e-1),Fe III (7.9e-5),Ni I (2.7e-2),Ni II (8.6e-2),Ni III (2.9e-6),Mo I (1.4e-3)
642.64,2.562e+0,2.813e-16,,1.883e+0,6.789e-1,1.794e-27,1.142e-15,,6.863e-27,6.434e-18
642.66,2.115e+0,2.811e-16,,1.457e+0,6.582e-1,1.794e-27,1.142e-15,,6.918e-27,6.436e-18
642.69,1.597e+0,2.809e-16,,9.779e-1,6.192e-1,1.794e-27,1.142e-15,,6.999e-27,6.439e-18
642.71,1.331e+0,2.807e-16,,7.423e-1,5.888e-1,1.794e-27,1.142e-15,,7.053e-27,6.441e-18
642.73,1.115e+0,2.806e-16,,5.591e-1,5.556e-1,1.794e-27,1.142e-15,,7.108e-27,6.444e-18
642.76,8.621e-1,2.804e-16,,3.602e-1,5.018e-1,1.793e-27,1.142e-15,,7.189e-27,6.447e-18
642.78,7.305e-1,2.802e-16,,2.661e-1,4.644e-1,1.793e-27,1.142e-15,,7.243e-27,6.449e-18
642.81,5.740e-1,2.800e-16,,1.665e-1,4.075e-1,1.793e-27,1.143e-15,,7.325e-27,6.452e-18
642.83,4.905e-1,2.798e-16,,1.207e-1,3.699e-1,1.793e-27,1.143e-15,,7.379e-27,6.454e-18
642.86,3.886e-1,2.796e-16,,7.334e-2,3.152e-1,1.793e-27,1.143e-15,,7.461e-27,6.457e-18
642.88,3.327e-1,2.795e-16,,5.212e-2,2.806e-1,1.793e-27,1.143e-15,,7.515e-27,6.459e-18
642.91,2.631e-1,2.792e-16,,3.077e-2,2.323e-1,1.792e-27,1.143e-15,,7.596e-27,6.462e-18
642.93,2.243e-1,2.791e-16,,2.144e-2,2.029e-1,1.792e-27,1.143e-15,,7.651e-27,6.464e-18
642.96,1.754e-1,2.789e-16,,1.230e-2,1.631e-1,1.792e-27,1.143e-15,,7.732e-27,6.467e-18
642.98,1.481e-1,2.787e-16,,8.406e-3,1.397e-1,1.792e-27,1.143e-15,,7.786e-27,6.469e-18
643.01,1.138e-1,2.785e-16,,4.682e-3,1.091e-1,1.792e-27,1.144e-15,,7.868e-27,6.472e-18
643.03,9.480e-2,2.783e-16,,3.139e-3,9.166e-2,1.792e-27,1.144e-15,,7.922e-27,6.474e-18
643.06,7.124e-2,2.781e-16,,1.698e-3,6.955e-2,1.792e-27,1.144e-15,,8.003e-27,6.477e-18
643.08,5.841e-2,2.780e-16,,1.117e-3,5.730e-2,1.791e-27,1.144e-15,,8.058e-27,6.479e-18
643.1,4.757e-2,2.778e-16,,7.285e-4,4.684e-2,1.791e-27,1.144e-15,,8.112e-27,6.482e-18
643.13,3.450e-2,2.776e-16,,3.784e-4,3.412e-2,1.791e-27,1.144e-15,,8.193e-27,6.485e-18
643.15,2.760e-2,2.774e-16,,2.421e-4,2.736e-2,1.791e-27,1.144e-15,,8.248e-27,6.487e-18
643.18,1.948e-2,2.772e-16,,1.222e-4,1.936e-2,1.791e-27,1.145e-15,,8.329e-27,6.490e-18
643.2,1.530e-2,2.771e-16,,7.667e-5,1.523e-2,1.791e-27,1.145e-15,,8.383e-27,6.492e-18
643.23,1.050e-2,2.768e-16,,3.757e-5,1.047e-2,1.791e-27,1.145e-15,,8.465e-27,6.495e-18
643.25,8.095e-3,2.767e-16,,2.312e-5,8.072e-3,1.791e-27,1.145e-15,,8.519e-27,6.497e-18
643.28,5.401e-3,2.765e-16,,1.101e-5,5.390e-3,1.790e-27,1.145e-15,,8.601e-27,6.500e-18
643.3,4.084e-3,2.763e-16,,6.645e-6,4.077e-3,1.790e-27,1.145e-15,,8.655e-27,6.502e-18
643.33,2.647e-3,2.761e-16,,3.072e-6,2.644e-3,1.790e-27,1.145e-15,,8.736e-27,6.505e-18
643.35,1.964e-3,2.760e-16,,1.819e-6,1.962e-3,1.790e-27,1.146e-15,,8.790e-27,6.507e-18
643.38,1.237e-3,2.757e-16,,8.167e-7,1.236e-3,1.790e-27,1.146e-15,,8.872e-27,6.510e-18
643.4,9.001e-4,2.756e-16,,4.743e-7,8.996e-4,1.790e-27,1.146e-15,,8.926e-27,6.512e-18
643.43,5.507e-4,2.754e-16,,2.069e-7,5.505e-4,1.789e-27,1.146e-15,,9.008e-27,6.515e-18
643.45,3.931e-4,2.752e-16,,1.178e-7,3.929e-4,1.789e-27,1.146e-15,,9.062e-27,6.518e-18
643.47,2.784e-4,2.751e-16,,6.658e-8,2.783e-4,1.789e-27,1.146e-15,,9.116e-27,6.520e-18
643.5,1.636e-4,2.748e-16,,2.788e-8,1.635e-4,1.789e-27,1.146e-15,,9.198e-27,6.523e-18
643.52,1.136e-4,2.747e-16,,1.545e-8,1.136e-4,1.789e-27,1.147e-15,,9.252e-27,6.525e-18
643.55,6.484e-5,2.745e-16,,6.285e-9,6.483e-5,1.789e-27,1.147e-15,,9.333e-27,6.528e-18
643.57,4.418e-5,2.743e-16,,3.417e-9,4.418e-5,1.789e-27,1.147e-15,,9.388e-27,6.530e-18
643.6,2.449e-5,2.741e-16,,1.350e-9,2.449e-5,1.788e-27,1.147e-15,,9.469e-27,6.533e-18
643.62,1.637e-5,2.739e-16,,7.197e-10,1.637e-5,1.788e-27,1.147e-15,,9.523e-27,6.535e-18
643.65,8.813e-6,2.737e-16,,2.761e-10,8.812e-6,1.788e-27,1.147e-15,,9.605e-27,6.538e-18
643.67,5.776e-6,2.736e-16,,1.444e-10,5.776e-6,1.788e-27,1.147e-15,,9.659e-27,6.540e-18
643.7,3.021e-6,2.733e-16,,5.382e-11,3.021e-6,1.788e-27,1.148e-15,,9.740e-27,6.543e-18
643.72,1.942e-6,2.732e-16,,2.760e-11,1.942e-6,1.788e-27,1.148e-15,,9.795e-27,6.545e-18
643.75,9.869e-7,2.730e-16,,9.992e-12,9.868e-7,1.788e-27,1.148e-15,,9.876e-27,6.548e-18
643.77,6.223e-7,2.728e-16,,5.026e-12,6.223e-7,1.787e-27,1.148e-15,,9.930e-27,6.550e-18
643.8,3.071e-7,2.726e-16,,1.767e-12,3.071e-7,1.787e-27,1.148e-15,,1.001e-26,6.554e-18
643.82,1.899e-7,2.724e-16,,8.719e-13,1.899e-7,1.787e-27,1.148e-15,,1.007e-26,6.556e-18
643.84,1.166e-7,2.723e-16,,4.268e-13,1.166e-7,1.787e-27,1.148e-15,,1.012e-26,6.558e-18
643.87,5.523e-8,2.721e-16,,1.441e-13,5.523e-8,1.787e-27,1.149e-15,,1.020e-26,6.561e-18
643.89,3.324e-8,2.719e-16,,6.918e-14,3.324e-8,1.787e-27,1.149e-15,,1.026e-26,6.563e-18
643.92,1.530e-8,2.717e-16,,2.268e-14,1.530e-8,1.787e-27,1.149e-15,,1.034e-26,6.566e-18
643.94,9.033e-9,2.715e-16,,1.068e-14,9.033e-9,1.787e-27,1.149e-15,,1.039e-26,6.568e-18
643.97,4.038e-9,2.713e-16,,3.402e-15,4.038e-9,1.786e-27,1.149e-15,,1.047e-26,6.571e-18
643.99,2.338e-9,2.712e-16,,1.571e-15,2.338e-9,1.786e-27,1.149e-15,,1.053e-26,6.573e-18
644.02,1.015e-9,2.709e-16,,4.860e-16,1.015e-9,1.786e-27,1.149e-15,,1.061e-26,6.576e-18
644.04,5.767e-10,2.708e-16,,4.639e-16,5.767e-10,1.786e-27,1.149e-15,,1.066e-26,6.578e-18
644.07,2.433e-10,2.706e-16,,4.308e-16,2.433e-10,1.786e-27,1.150e-15,,1.074e-26,6.581e-18
644.09,1.355e-10,2.704e-16,,4.087e-16,1.355e-10,1.786e-27,1.150e-15,,1.080e-26,6.583e-18
644.12,5.553e-11,2.702e-16,,3.755e-16,5.553e-11,1.785e-27,1.150e-15,,1.088e-26,6.586e-18
644.14,3.034e-11,2.701e-16,,3.535e-16,3.034e-11,1.785e-27,1.150e-15,,1.093e-26,6.589e-18
644.17,1.207e-11,2.698e-16,,3.203e-16,1.207e-11,1.785e-27,1.150e-15,,1.102e-26,6.592e-18
644.19,6.470e-12,2.697e-16,,2.982e-16,6.470e-12,1.785e-27,1.150e-15,,1.107e-26,6.594e-18
644.21,3.441e-12,2.695e-16,,2.762e-16,3.440e-12,1.785e-27,1.150e-15,,1.112e-26,6.596e-18
644.24,1.316e-12,2.693e-16,,8.943e-16,1.315e-12,1.785e-27,1.151e-15,,1.121e-26,6.599e-18
644.26,6.876e-13,2.692e-16,,1.939e-15,6.856e-13,1.785e-27,1.151e-15,,1.126e-26,6.601e-18
644.29,2.606e-13,2.689e-16,,6.101e-15,2.545e-13,1.784e-27,1.151e-15,,1.134e-26,6.604e-18
644.31,1.432e-13,2.688e-16,,1.298e-14,1.302e-13,1.784e-27,1.151e-15,,1.140e-26,6.606e-18
644.34,8.662e-14,2.686e-16,,3.968e-14,4.694e-14,1.784e-27,1.151e-15,,1.148e-26,6.609e-18
644.36,1.063e-13,2.684e-16,,8.279e-14,2.355e-14,1.784e-27,1.151e-15,,1.153e-26,6.611e-18
644.39,2.542e-13,2.682e-16,,2.460e-13,8.247e-15,1.784e-27,1.151e-15,,1.161e-26,6.614e-18
644.41,5.076e-13,2.680e-16,,5.035e-13,4.058e-15,1.784e-27,1.152e-15,,1.167e-26,6.616e-18
644.44,1.455e-12,2.678e-16,,1.454e-12,1.381e-15,1.784e-27,1.152e-15,,1.175e-26,6.619e-18
644.46,2.920e-12,2.677e-16,,2.919e-12,6.663e-16,1.783e-27,1.152e-15,,1.180e-26,6.621e-18
644.49,8.188e-12,2.674e-16,,8.188e-12,2.202e-16,1.783e-27,1.152e-15,,1.188e-26,6.625e-18
644.51,1.613e-11,2.673e-16,,1.613e-11,1.042e-16,1.783e-27,1.152e-15,,1.194e-26,6.627e-18
644.54,4.397e-11,2.671e-16,,4.397e-11,3.346e-17,1.783e-27,1.152e-15,,1.202e-26,6.630e-18
644.56,8.497e-11,2.669e-16,,8.497e-11,1.553e-17,1.783e-27,1.152e-15,,1.207e-26,6.632e-18
644.59,2.251e-10,2.667e-16,,2.251e-10,4.843e-18,1.783e-27,1.153e-15,,1.216e-26,6.635e-18
644.61,4.267e-10,2.665e-16,,4.267e-10,4.817e-18,1.783e-27,1.153e-15,,1.221e-26,6.637e-18
644.63,8.028e-10,2.664e-16,,8.028e-10,4.791e-18,1.783e-27,1.153e-15,,1.226e-26,6.639e-18
644.66,2.042e-9,2.662e-16,,2.042e-9,4.752e-18,1.782e-27,1.153e-15,,1.235e-26,6.642e-18
644.68,3.770e-9,2.660e-16,,3.770e-9,4.726e-18,1.782e-27,1.153e-15,,1.240e-26,6.644e-18
644.71,9.320e-9,2.658e-16,,9.320e-9,4.688e-18,1.782e-27,1.153e-15,,1.248e-26,6.647e-18
644.73,1.688e-8,2.656e-16,,1.688e-8,4.662e-18,1.782e-27,1.153e-15,,1.254e-26,6.649e-18
644.76,4.054e-8,2.654e-16,,4.054e-8,4.623e-18,1.782e-27,1.154e-15,,1.262e-26,6.652e-18
644.78,7.201e-8,2.653e-16,,7.201e-8,4.597e-18,1.782e-27,1.154e-15,,1.267e-26,6.654e-18
644.81,1.681e-7,2.650e-16,,1.681e-7,4.558e-18,1.781e-27,1.154e-15,,1.275e-26,6.657e-18
644.83,2.929e-7,2.649e-16,,2.929e-7,4.532e-18,1.781e-27,1.154e-15,,1.281e-26,6.659e-18
644.86,6.643e-7,2.647e-16,,6.643e-7,4.493e-18,1.781e-27,1.154e-15,,1.289e-26,6.663e-18
644.88,1.136e-6,2.645e-16,,1.136e-6,4.467e-18,1.781e-27,1.154e-15,,1.294e-26,6.665e-18
644.91,2.503e-6,2.643e-16,,2.503e-6,4.428e-18,1.781e-27,1.154e-15,,1.302e-26,6.668e-18
644.93,4.198e-6,2.642e-16,,4.198e-6,4.402e-18,1.781e-27,1.155e-15,,1.308e-26,6.670e-18
644.96,8.988e-6,2.639e-16,,8.988e-6,4.363e-18,1.781e-27,1.155e-15,,1.316e-26,6.673e-18
644.98,1.479e-5,2.638e-16,,1.479e-5,4.337e-18,1.780e-27,1.155e-15,,1.321e-26,6.675e-18
645,2.415e-5,2.636e-16,,2.415e-5,4.312e-18,1.780e-27,1.155e-15,,1.327e-26,6.677e-18
645.03,4.967e-5,2.634e-16,,4.967e-5,4.273e-18,1.780e-27,1.155e-15,,1.335e-26,6.680e-18
645.05,7.956e-5,2.633e-16,,7.956e-5,4.247e-18,1.780e-27,1.155e-15,,1.340e-26,6.682e-18
645.08,1.590e-4,2.630e-16,,1.590e-4,4.208e-18,1.780e-27,1.155e-15,,1.349e-26,6.685e-18
645.1,2.499e-4,2.629e-16,,2.499e-4,4.182e-18,1.780e-27,1.155e-15,,1.354e-26,6.687e-18
645.13,4.853e-4,2.627e-16,,4.853e-4,4.143e-18,1.780e-27,1.156e-15,,1.362e-26,6.690e-18
645.15,7.481e-4,2.625e-16,,7.481e-4,4.117e-18,1.779e-27,1.156e-15,,1.368e-26,6.692e-18
645.18,1.412e-3,2.623e-16,,1.412e-3,4.078e-18,1.779e-27,1.156e-15,,1.376e-26,6.695e-18
645.2,2.135e-3,2.621e-16,,2.135e-3,4.052e-18,1.779e-27,1.156e-15,,1.381e-26,6.698e-18
645.23,3.915e-3,2.619e-16,,3.915e-3,4.013e-18,1.779e-27,1.156e-15,,1.389e-26,6.701e-18
645.25,5.808e-3,2.618e-16,,5.808e-3,3.987e-18,1.779e-27,1.156e-15,,1.395e-26,6.703e-18
645.28,1.035e-2,2.615e-16,,1.035e-2,3.948e-18,1.779e-27,1.156e-15,,1.403e-26,6.706e-18
645.3,1.506e-2,2.614e-16,,1.506e-2,3.923e-18,1.779e-27,1.157e-15,,1.408e-26,6.708e-18
645.33,2.608e-2,2.612e-16,,2.608e-2,3.884e-18,1.778e-27,1.157e-15,,1.416e-26,6.711e-18
645.35,3.724e-2,2.610e-16,,3.724e-2,3.858e-18,1.778e-27,1.157e-15,,1.422e-26,6.713e-18
645.37,5.277e-2,2.609e-16,,5.277e-2,3.832e-18,1.778e-27,1.157e-15,,1.427e-26,6.715e-18
645.4,8.774e-2,2.606e-16,,8.774e-2,3.793e-18,1.778e-27,1.157e-15,,1.435e-26,6.718e-18
645.42,1.220e-1,2.605e-16,,1.220e-1,3.767e-18,1.778e-27,1.157e-15,,1.441e-26,6.720e-18
645.45,1.971e-1,2.603e-16,,1.971e-1,3.728e-18,1.778e-27,1.157e-15,,1.449e-26,6.723e-18
645.47,2.688e-1,2.601e-16,,2.688e-1,3.702e-18,1.778e-27,1.158e-15,,1.454e-26,6.725e-18
645.5,4.220e-1,2.599e-16,,4.220e-1,3.663e-18,1.777e-27,1.158e-15,,1.463e-26,6.728e-18
645.52,5.646e-1,2.597e-16,,5.646e-1,3.637e-18,1.777e-27,1.158e-15,,1.468e-26,6.730e-18
645.55,8.614e-1,2.595e-16,,8.614e-1,3.598e-18,1.777e-27,1.158e-15,,1.476e-26,6.734e-18
645.57,1.131e+0,2.594e-16,,1.131e+0,3.572e-18,1.777e-27,1.158e-15,,1.482e-26,6.736e-18
645.6,1.676e+0,2.591e-16,,1.676e+0,3.534e-18,1.777e-27,1.158e-15,,1.490e-26,6.739e-18
645.62,2.158e+0,2.590e-16,,2.158e+0,3.508e-18,1.777e-27,1.158e-15,,1.495e-26,6.741e-18
645.65,3.108e+0,2.588e-16,,3.108e+0,3.469e-18,1.777e-27,1.159e-15,,1.503e-26,6.744e-18
645.67,3.927e+0,2.586e-16,,3.927e+0,3.443e-18,1.776e-27,1.159e-15,,1.509e-26,6.746e-18
645.7,5.495e+0,2.584e-16,,5.495e+0,3.404e-18,1.776e-27,1.159e-15,,1.517e-26,6.749e-18
645.72,6.810e+0,2.583e-16,,6.810e+0,3.378e-18,1.776e-27,1.159e-15,,1.522e-26,6.751e-18
645.74,8.375e+0,2.581e-16,,8.375e+0,3.352e-18,1.776e-27,1.159e-15,,1.528e-26,6.753e-18
645.77,1.126e+1,2.579e-16,,1.126e+1,3.313e-18,1.776e-27,1.159e-15,,1.536e-26,6.756e-18
645.79,1.358e+1,2.577e-16,,1.358e+1,3.287e-18,1.776e-27,1.159e-15,,1.541e-26,6.758e-18
645.82,1.775e+1,2.575e-16,,1.775e+1,3.248e-18,1.776e-27,1.160e-15,,1.549e-26,6.761e-18
645.84,2.100e+1,2.574e-16,,2.100e+1,3.222e-18,1.775e-27,1.160e-15,,1.555e-26,6.763e-18
645.87,2.666e+1,2.571e-16,,2.666e+1,3.183e-18,1.775e-27,1.160e-15,,1.563e-26,6.766e-18
645.89,3.096e+1,2.570e-16,,3.096e+1,3.158e-18,1.775e-27,1.160e-15,,1.568e-26,6.769e-18
645.92,3.818e+1,2.568e-16,,3.818e+1,3.119e-18,1.775e-27,1.160e-15,,1.577e-26,6.772e-18
645.94,4.349e+1,2.566e-16,,4.349e+1,3.093e-18,1.775e-27,1.160e-15,,1.582e-26,6.774e-18
645.97,5.212e+1,2.564e-16,,5.212e+1,3.054e-18,1.775e-27,1.160e-15,,1.590e-26,6.777e-18
645.99,5.824e+1,2.562e-16,,5.824e+1,3.028e-18,1.775e-27,1.161e-15,,1.596e-26,6.779e-18
646.02,6.783e+1,2.560e-16,,6.783e+1,2.989e-18,1.774e-27,1.161e-15,,1.604e-26,6.782e-18
646.04,7.436e+1,2.559e-16,,7.436e+1,2.963e-18,1.774e-27,1.161e-15,,1.609e-26,6.784e-18
646.07,8.413e+1,2.556e-16,,8.413e+1,2.924e-18,1.774e-27,1.161e-15,,1.617e-26,6.787e-18
646.09,9.049e+1,2.555e-16,,9.049e+1,2.898e-18,1.774e-27,1.161e-15,,1.623e-26,6.789e-18
646.11,9.658e+1,2.553e-16,,9.658e+1,2.872e-18,1.774e-27,1.161e-15,,1.628e-26,6.791e-18
646.14,1.050e+2,2.551e-16,,1.050e+2,2.833e-18,1.774e-27,1.161e-15,,1.636e-26,6.794e-18
646.16,1.099e+2,2.550e-16,,1.099e+2,2.807e-18,1.774e-27,1.161e-15,,1.642e-26,6.796e-18
646.19,1.161e+2,2.547e-16,,1.161e+2,2.769e-18,1.773e-27,1.162e-15,,1.650e-26,6.799e-18
646.21,1.192e+2,2.546e-16,,1.192e+2,2.743e-18,1.773e-27,1.162e-15,,1.655e-26,6.801e-18
646.24,1.223e+2,2.544e-16,,1.223e+2,2.704e-18,1.773e-27,1.162e-15,,1.663e-26,6.804e-18
646.26,1.233e+2,2.542e-16,,1.233e+2,2.678e-18,1.773e-27,1.162e-15,,1.669e-26,6.807e-18
646.29,1.229e+2,2.540e-16,,1.229e+2,2.639e-18,1.773e-27,1.162e-15,,1.677e-26,6.810e-18
646.31,1.215e+2,2.538e-16,,1.215e+2,2.613e-18,1.773e-27,1.162e-15,,1.682e-26,6.812e-18
646.34,1.178e+2,2.536e-16,,1.178e+2,2.574e-18,1.773e-27,1.162e-15,,1.691e-26,6.815e-18
646.36,1.142e+2,2.535e-16,,1.142e+2,2.548e-18,1.772e-27,1.163e-15,,1.696e-26,6.817e-18
646.39,1.075e+2,2.532e-16,,1.075e+2,2.509e-18,1.772e-27,1.163e-15,,1.704e-26,6.820e-18
646.41,1.023e+2,2.531e-16,,1.023e+2,2.483e-18,1.772e-27,1.163e-15,,1.710e-26,6.822e-18
646.44,9.357e+1,2.529e-16,,9.357e+1,2.444e-18,1.772e-27,1.163e-15,,1.718e-26,6.825e-18
646.46,8.734e+1,2.527e-16,,8.734e+1,2.418e-18,1.772e-27,1.163e-15,,1.723e-26,6.827e-18
646.49,7.763e+1,2.525e-16,,7.763e+1,2.380e-18,1.772e-27,1.163e-15,,1.731e-26,6.830e-18
646.51,7.108e+1,2.524e-16,,7.108e+1,2.354e-18,1.772e-27,1.163e-15,,1.737e-26,6.832e-18
646.53,6.459e+1,2.522e-16,,6.459e+1,2.328e-18,1.771e-27,1.164e-15,,1.742e-26,6.834e-18
646.56,5.515e+1,2.520e-16,,5.515e+1,2.289e-18,1.771e-27,1.164e-15,,1.750e-26,6.837e-18
646.58,4.916e+1,2.518e-16,,4.916e+1,2.263e-18,1.771e-27,1.164e-15,,1.756e-26,6.839e-18
646.61,4.079e+1,2.516e-16,,4.079e+1,2.224e-18,1.771e-27,1.164e-15,,1.764e-26,6.843e-18
646.63,3.567e+1,2.515e-16,,3.567e+1,2.198e-18,1.771e-27,1.164e-15,,1.769e-26,6.845e-18
646.66,2.876e+1,2.512e-16,,2.876e+1,2.159e-18,1.771e-27,1.164e-15,,1.777e-26,6.848e-18
646.68,2.467e+1,2.511e-16,,2.467e+1,2.133e-18,1.771e-27,1.164e-15,,1.783e-26,6.850e-18
646.71,1.932e+1,2.509e-16,,1.932e+1,2.094e-18,1.770e-27,1.165e-15,,1.791e-26,6.853e-18
646.73,1.626e+1,2.507e-16,,1.626e+1,2.068e-18,1.770e-27,1.165e-15,,1.796e-26,6.855e-18
646.76,1.238e+1,2.505e-16,,1.238e+1,2.029e-18,1.770e-27,1.165e-15,,1.805e-26,6.858e-18
646.78,1.022e+1,2.503e-16,,1.022e+1,2.003e-18,1.770e-27,1.165e-15,,1.810e-26,6.860e-18
646.81,7.560e+0,2.501e-16,,7.560e+0,1.965e-18,1.770e-27,1.165e-15,,1.818e-26,6.863e-18
646.83,6.124e+0,2.500e-16,,6.124e+0,1.939e-18,1.770e-27,1.165e-15,,1.824e-26,6.865e-18
646.86,4.401e+0,2.497e-16,,4.401e+0,1.900e-18,1.770e-27,1.165e-15,,1.832e-26,6.868e-18
646.88,3.497e+0,2.496e-16,,3.497e+0,1.874e-18,1.769e-27,1.166e-15,,1.837e-26,6.870e-18
646.9,2.758e+0,2.494e-16,,2.758e+0,1.848e-18,1.769e-27,1.166e-15,,1.843e-26,6.872e-18
646.93,1.904e+0,2.492e-16,,1.904e+0,1.809e-18,1.769e-27,1.166e-15,,1.851e-26,6.875e-18
646.95,1.473e+0,2.491e-16,,1.473e+0,1.783e-18,1.769e-27,1.166e-15,,1.856e-26,6.878e-18
646.98,9.878e-1,2.488e-16,,9.878e-1,1.744e-18,1.769e-27,1.166e-15,,1.864e-26,6.881e-18
647,7.497e-1,2.487e-16,,7.497e-1,1.718e-18,1.769e-27,1.166e-15,,1.870e-26,6.883e-18
647.03,4.886e-1,2.485e-16,,4.886e-1,1.679e-18,1.769e-27,1.166e-15,,1.878e-26,6.886e-18
647.05,3.638e-1,2.483e-16,,3.638e-1,1.653e-18,1.768e-27,1.167e-15,,1.883e-26,6.888e-18
647.08,2.304e-1,2.481e-16,,2.304e-1,1.614e-18,1.768e-27,1.167e-15,,1.891e-26,6.891e-18
647.1,1.683e-1,2.479e-16,,1.683e-1,1.589e-18,1.768e-27,1.167e-15,,1.897e-26,6.893e-18
647.13,1.036e-1,2.477e-16,,1.036e-1,5.120e-18,1.768e-27,1.167e-15,,1.905e-26,6.896e-18
647.15,7.420e-2,2.476e-16,,7.420e-2,1.107e-17,1.768e-27,1.167e-15,,1.910e-26,6.898e-18
647.18,4.437e-2,2.473e-16,,4.437e-2,3.467e-17,1.768e-27,1.167e-15,,1.919e-26,6.901e-18
647.2,3.119e-2,2.472e-16,,3.119e-2,7.352e-17,1.768e-27,1.167e-15,,1.924e-26,6.903e-18
647.23,1.812e-2,2.470e-16,,1.812e-2,2.238e-16,1.767e-27,1.168e-15,,1.932e-26,6.906e-18
647.25,1.250e-2,2.468e-16,,1.250e-2,4.658e-16,1.767e-27,1.168e-15,,1.938e-26,6.908e-18
647.27,8.553e-3,2.467e-16,,8.553e-3,9.618e-16,1.767e-27,1.168e-15,,1.943e-26,6.910e-18
647.3,4.773e-3,2.465e-16,,4.773e-3,2.814e-15,1.767e-27,1.168e-15,,1.951e-26,6.914e-18
647.32,3.205e-3,2.463e-16,,3.205e-3,5.702e-15,1.767e-27,1.168e-15,,1.957e-26,6.916e-18
647.35,1.738e-3,2.461e-16,,1.738e-3,1.621e-14,1.767e-27,1.168e-15,,1.965e-26,6.919e-18
647.37,1.145e-3,2.459e-16,,1.145e-3,3.223e-14,1.767e-27,1.168e-15,,1.970e-26,6.921e-18
647.4,6.031e-4,2.457e-16,,6.031e-4,8.909e-14,1.766e-27,1.168e-15,,1.978e-26,6.924e-18
647.42,3.897e-4,2.456e-16,,3.897e-4,1.738e-13,1.766e-27,1.169e-15,,1.984e-26,6.926e-18
647.45,1.995e-4,2.453e-16,,1.995e-4,4.668e-13,1.766e-27,1.169e-15,,1.992e-26,6.929e-18
647.47,1.265e-4,2.452e-16,,1.265e-4,8.935e-13,1.766e-27,1.169e-15,,1.997e-26,6.931e-18
647.5,6.292e-5,2.450e-16,,6.292e-5,2.333e-12,1.766e-27,1.169e-15,,2.005e-26,6.934e-18
647.52,3.913e-5,2.448e-16,,3.913e-5,4.381e-12,1.766e-27,1.169e-15,,2.011e-26,6.936e-18
